latitude,longitude,rwi,error
29.9644524,74.6520996,-0.049,0.476
30.0976128,75.4431152,0.54,0.468
30.9116505,77.2229004,-0.019,0.525
29.200123,76.8054199,0.029,0.511
27.8099273,74.630127,-0.421,0.457
30.7984737,74.9597168,0.077,0.466
28.0816733,75.267334,0.291,0.495
29.7739134,76.0803223,0.244,0.479
30.2116078,76.0144043,-0.374,0.475
29.1809408,76.6516113,0.011,0.481
29.0081399,76.2561035,0.243,0.513
29.3917473,76.7175293,0.519,0.529
28.3720684,77.5964355,0.261,0.532
28.2172893,75.1574707,-0.204,0.475
30.7607184,76.1242676,-0.017,0.495
29.2576481,75.8605957,-0.02,0.525
28.0622856,75.9265137,-0.087,0.558
28.7194957,76.2121582,0.375,0.557
28.2560052,75.0915527,-0.099,0.549
28.9697004,76.9812012,0.04,0.509
29.8311133,77.1569824,0.252,0.498
30.2495768,75.970459,0.18,0.495
30.2875311,76.3659668,0.56,0.482
29.8120503,75.2893066,-0.187,0.486
29.1041762,76.2341309,-0.421,0.481
30.3823528,75.0695801,0.004,0.46
29.2768159,76.4538574,0.515,0.466
28.3140526,75.6188965,0.585,0.525
28.294707,77.0910645,0.217,0.512
30.2305941,76.036377,0.101,0.492
29.9644524,74.8278809,0.195,0.496
28.7194957,76.3659668,0.567,0.568
30.7229484,74.9816895,0.846,0.49
30.4013061,75.5749512,0.718,0.481
29.1425657,77.1789551,0.061,0.555
28.6231031,77.3327637,0.744,0.498
28.294707,77.376709,0.399,0.513
30.5149486,76.3879395,0.199,0.5
28.2560052,76.5197754,0.222,0.502
30.5338761,75.8166504,0.978,0.48
30.6473638,76.8713379,0.888,0.513
28.8927784,77.0690918,0.744,0.532
28.8157994,76.9592285,0.668,0.508
30.8173458,75.2453613,0.344,0.462
29.8882805,76.1901855,0.422,0.478
27.8099273,75.7727051,-0.304,0.543
28.3527333,76.0144043,0.359,0.561
29.5447873,77.5085449,-0.661,0.525
30.5717201,75.5749512,-0.091,0.463
27.7321603,76.7834473,-0.222,0.483
29.9454149,77.1350098,0.717,0.514
30.3444351,75.9924316,-0.057,0.473
27.7904908,76.7175293,-0.343,0.517
30.5338761,76.036377,0.18,0.479
30.1356258,74.8498535,0.369,0.478
29.0465652,74.5422363,-0.821,0.411
29.8501727,77.4865723,0.079,0.5
29.2384766,77.244873,0.623,0.551
30.040566,77.5524902,0.7,0.546
30.6284584,75.2233887,0.422,0.444
28.0041014,76.6516113,-0.422,0.514
30.5149486,76.1022949,-0.05,0.484
29.4874244,75.1574707,0.01,0.497
30.2875311,75.5090332,0.678,0.512
30.3444351,75.4870605,0.666,0.501
29.9454149,77.3327637,-0.21,0.521
28.8542961,76.1901855,0.134,0.498
29.6021178,74.8498535,-0.329,0.463
29.4108899,75.7727051,0.249,0.495
27.8876388,75.970459,-0.331,0.493
30.5717201,74.6081543,0.502,0.464
28.4880048,75.7946777,0.592,0.522
28.0234996,76.4758301,0.878,0.489
29.735762,74.6520996,-0.137,0.455
28.873539,77.310791,-0.214,0.503
29.4682962,75.201416,-0.015,0.514
28.2560052,76.3879395,-0.019,0.543
29.3151407,74.5861816,-0.678,0.443
30.1926178,74.5861816,0.944,0.48
29.6594156,75.5310059,0.661,0.504
29.2576481,76.5197754,-0.394,0.518
29.9644524,77.2229004,-0.548,0.472
27.9652945,76.9592285,0.0,0.54
30.7418353,77.1789551,0.395,0.499
29.9073289,74.9157715,-0.085,0.477
29.4682962,76.8713379,0.747,0.559
30.8173458,77.1130371,0.459,0.502
29.4108899,76.541748,-0.131,0.479
28.4686909,76.5856934,0.55,0.507
30.0595852,77.1130371,0.407,0.501
29.8120503,75.5090332,-0.398,0.479
30.3633958,76.1462402,1.152,0.531
29.9834863,77.244873,-0.228,0.474
30.7795979,77.0910645,-0.163,0.48
30.2875311,74.8937988,-0.066,0.486
27.9846997,75.5749512,-0.331,0.515
28.0428943,74.7180176,-0.543,0.483
28.603814,76.607666,0.806,0.508
29.7929837,76.9152832,0.751,0.538
30.7607184,74.8278809,0.924,0.482
29.8501727,76.5856934,0.683,0.514
30.5338761,74.630127,0.023,0.471
30.2685558,76.4978027,0.38,0.478
29.4874244,76.4978027,0.172,0.499
28.7002242,75.4870605,0.131,0.484
30.6662655,75.1574707,0.386,0.461
29.8882805,76.4318848,-0.326,0.512
30.7984737,76.3879395,0.705,0.477
29.7548395,77.4206543,-0.515,0.557
28.6616708,74.9377441,-0.418,0.472
29.52567,75.9484863,-0.35,0.433
30.1736241,76.036377,0.264,0.485
28.0041014,76.7175293,-0.082,0.519
28.2560052,76.2561035,0.376,0.526
29.5447873,77.0910645,0.082,0.543
28.3140526,76.9372559,-0.008,0.518
30.7795979,75.6188965,0.15,0.474
29.1809408,77.0471191,1.179,0.548
29.3342978,75.2893066,0.28,0.519
30.0976128,74.7839355,-0.006,0.466
28.1785594,74.630127,-0.412,0.466
30.7795979,74.8718262,0.674,0.502
27.6737985,75.2893066,0.212,0.52
29.506549,76.7614746,-0.411,0.481
30.7229484,74.8937988,0.799,0.484
30.2875311,76.8054199,0.508,0.51
29.4874244,77.0471191,0.757,0.556
29.9454149,75.6188965,0.063,0.513
28.7580278,77.310791,0.713,0.549
30.1546268,74.9377441,0.218,0.498
29.7166808,77.5524902,-0.199,0.528
30.6662655,74.564209,0.197,0.454
29.6785076,75.267334,0.524,0.465
28.4493734,75.0036621,-0.074,0.525
29.3534512,75.970459,0.316,0.508
30.0595852,75.0695801,0.413,0.491
28.8350495,76.9812012,0.749,0.521
28.9504752,75.201416,0.438,0.513
28.410728,76.7614746,-0.122,0.52
30.6851635,76.1022949,-0.065,0.496
28.0428943,76.7614746,0.281,0.549
30.1926178,77.3986816,0.023,0.512
29.3917473,77.442627,0.83,0.55
29.0657724,74.7180176,-1.081,0.421
27.8099273,74.7839355,-0.106,0.518
30.0025165,77.376709,-0.703,0.515
29.0657724,74.5422363,-0.508,0.424
29.8311133,76.2780762,1.09,0.539
29.697596,76.3879395,0.086,0.526
27.8099273,76.1901855,0.289,0.533
29.0849761,76.4758301,-0.116,0.501
29.6403199,75.904541,0.011,0.488
30.4202557,76.6296387,0.138,0.484
30.4013061,75.8605957,0.54,0.489
28.9504752,77.4206543,-0.19,0.513
30.0215431,75.5090332,0.418,0.503
30.7984737,77.4206543,-0.693,0.494
28.6616708,76.6955566,1.164,0.519
30.4013061,75.1135254,0.211,0.47
29.1233728,76.8054199,0.04,0.507
30.9116505,74.8278809,0.439,0.46
29.1809408,76.8933105,0.412,0.514
27.8876388,76.6516113,-0.123,0.496
29.9073289,74.7619629,0.561,0.463
30.4392016,76.8933105,0.513,0.506
29.200123,75.7507324,-0.028,0.476
29.3342978,75.0256348,-0.01,0.49
30.6284584,77.310791,-0.362,0.47
30.0595852,74.9597168,-0.422,0.504
28.4880048,77.0251465,1.374,0.489
28.0622856,77.3986816,0.476,0.535
30.4202557,74.8718262,0.581,0.49
30.4202557,75.201416,-0.122,0.449
30.5528,77.6184082,-0.05,0.533
29.430029,75.135498,0.016,0.484
29.1041762,74.5861816,-0.366,0.451
28.603814,76.2121582,0.589,0.544
30.8739398,77.5964355,-0.517,0.422
28.1591892,74.6740723,-0.142,0.487
30.0786009,77.3547363,0.363,0.486
28.0428943,75.2233887,-0.165,0.51
29.3726011,76.9152832,1.011,0.532
28.0428943,74.5202637,-0.349,0.489
29.3342978,75.3112793,0.262,0.492
30.6473638,75.0476074,0.039,0.443
28.7002242,77.0031738,0.771,0.548
27.7516073,76.2341309,-0.391,0.471
30.2116078,74.7839355,0.176,0.481
28.4300525,76.4099121,-0.526,0.513
29.3342978,74.630127,-0.129,0.5
28.3720684,76.1901855,0.506,0.534
29.7929837,76.2121582,0.669,0.519
29.5830112,75.7946777,0.649,0.523
28.8927784,77.1789551,0.476,0.54
30.4770825,75.2233887,0.409,0.446
30.7040578,75.5529785,0.835,0.458
29.1425657,77.5964355,0.333,0.579
30.4013061,74.6081543,0.335,0.423
28.3720684,75.7507324,0.222,0.496
29.2959801,76.4758301,0.024,0.495
30.6851635,76.6296387,0.956,0.487
28.1010575,76.8933105,0.209,0.551
29.3151407,74.6740723,-0.23,0.446
27.84879,74.5422363,-0.071,0.47
28.873539,76.2121582,-0.532,0.495
29.7739134,76.4758301,0.693,0.477
28.873539,76.541748,0.514,0.516
29.9263737,75.3771973,0.664,0.47
30.3444351,77.4865723,-0.028,0.486
30.040566,75.970459,-0.082,0.479
28.1785594,74.564209,-0.43,0.461
29.6785076,74.5861816,-0.614,0.446
29.4874244,75.838623,0.553,0.529
28.1591892,76.3879395,0.331,0.55
29.3726011,74.8718262,-0.321,0.533
30.2685558,74.7180176,-0.009,0.469
28.6231031,74.8498535,-0.542,0.456
29.430029,76.4538574,0.064,0.496
30.1356258,77.4645996,-0.344,0.536
30.040566,74.8718262,-0.032,0.462
29.3534512,77.3547363,0.202,0.582
28.9697004,75.1135254,-0.738,0.468
29.3534512,77.310791,-0.237,0.551
30.7795979,75.0036621,0.637,0.462
30.2116078,77.1130371,0.549,0.499
28.873539,75.2893066,0.022,0.47
30.5906366,74.7180176,0.513,0.464
29.3917473,75.7946777,-0.251,0.455
29.8882805,74.5422363,-0.275,0.457
27.7127098,76.2341309,0.037,0.513
27.84879,75.7507324,-0.379,0.493
30.8550788,74.630127,-0.493,0.528
29.430029,76.036377,-0.315,0.468
29.9263737,75.0915527,-0.072,0.477
27.7127098,77.1789551,-0.383,0.529
30.4202557,77.1789551,-0.063,0.507
28.9697004,75.6848145,0.035,0.486
28.873539,77.5964355,0.3,0.494
28.1591892,76.673584,0.534,0.483
28.8927784,76.6955566,0.483,0.525
30.7418353,77.4865723,-0.156,0.481
28.0234996,77.2888184,0.539,0.52
29.3342978,77.5305176,-0.399,0.51
30.7229484,77.6184082,-0.077,0.482
28.5459253,75.6848145,-0.21,0.546
30.0025165,76.4538574,0.211,0.521
28.9697004,76.9372559,0.203,0.518
27.7321603,76.3659668,0.565,0.555
29.1425657,74.7839355,0.042,0.465
29.2768159,74.8718262,-0.365,0.471
28.1591892,74.9377441,-0.473,0.517
29.7548395,74.9157715,0.093,0.436
29.3342978,76.0583496,0.062,0.462
30.1736241,75.2453613,0.493,0.509
30.0976128,75.4650879,0.639,0.481
28.410728,77.4645996,-0.048,0.515
30.7229484,75.0476074,0.516,0.472
30.5149486,75.6188965,0.293,0.476
30.8739398,75.2453613,0.063,0.503
30.5528,75.267334,0.574,0.475
29.4108899,75.1135254,0.471,0.509
29.4491644,76.6296387,0.511,0.491
28.1398155,75.0036621,-0.055,0.514
30.2875311,76.2780762,0.586,0.462
29.9454149,75.7727051,0.252,0.474
28.7580278,75.6408691,0.763,0.546
28.526622,76.1022949,-0.25,0.531
29.0081399,75.201416,-0.754,0.454
28.3140526,74.8498535,-0.168,0.489
28.7772886,75.4211426,-0.34,0.516
28.0234996,74.9816895,-0.35,0.492
27.84879,75.267334,0.569,0.603
29.0081399,77.5964355,0.127,0.524
27.84879,74.4543457,-0.742,0.464
30.2685558,75.6408691,0.129,0.501
28.9120143,74.6740723,-1.008,0.415
27.7516073,76.6516113,-0.02,0.513
27.9458858,76.739502,-0.32,0.505
30.892797,76.1022949,0.111,0.462
28.1785594,76.8933105,1.042,0.539
29.9834863,75.7067871,-0.159,0.482
30.7418353,75.135498,0.103,0.458
29.6785076,75.5310059,0.028,0.496
29.2768159,76.9812012,-0.168,0.535
29.3726011,74.7180176,-0.482,0.436
30.6284584,75.5749512,0.417,0.454
28.3527333,77.2229004,0.591,0.509
28.3333947,76.3220215,0.33,0.541
30.6284584,76.3000488,0.379,0.51
28.2172893,75.135498,0.307,0.5
29.3151407,77.0251465,0.794,0.567
30.8550788,74.8278809,0.913,0.449
28.6231031,75.9484863,0.307,0.528
28.8927784,76.673584,0.705,0.518
29.5639011,75.1794434,0.185,0.484
29.1617551,75.5310059,-0.454,0.495
29.5639011,76.3000488,0.655,0.502
30.4960174,74.8278809,0.323,0.505
29.697596,76.036377,0.31,0.502
30.1356258,77.5964355,-0.159,0.504
29.1809408,76.3659668,0.457,0.493
30.3444351,76.673584,0.211,0.506
29.0849761,74.5422363,-1.291,0.42
28.6423887,77.3986816,0.554,0.495
29.3151407,76.4978027,0.597,0.577
29.8120503,75.1135254,0.486,0.493
30.7984737,76.3220215,0.54,0.475
30.6851635,76.1462402,0.581,0.472
30.2875311,76.6955566,0.419,0.495
29.3726011,77.2888184,0.217,0.515
29.2959801,76.8493652,0.139,0.531
28.5073151,76.3659668,0.558,0.563
28.0622856,75.135498,0.897,0.495
30.3065028,76.2341309,-0.181,0.483
27.7516073,75.9265137,-0.154,0.54
30.6851635,76.8054199,1.249,0.534
29.0081399,76.9372559,-0.562,0.486
27.8099273,76.541748,0.063,0.518
30.4202557,76.8054199,0.942,0.507
30.8739398,75.6628418,1.092,0.476
28.4493734,77.3547363,0.2,0.537
29.4108899,76.9372559,0.569,0.513
30.7040578,76.8933105,0.212,0.496
29.735762,74.8937988,-0.531,0.491
28.603814,75.3991699,-0.565,0.511
29.8311133,75.2233887,0.224,0.47
28.1979261,76.6516113,1.121,0.529
29.2768159,75.4870605,0.478,0.537
28.3720684,77.0251465,0.893,0.533
28.410728,77.1350098,0.595,0.527
29.3726011,76.5856934,0.332,0.518
28.0041014,74.7839355,-0.542,0.47
29.6021178,75.4211426,0.318,0.471
29.9073289,77.5964355,0.561,0.506
30.4770825,76.5856934,0.852,0.491
29.1809408,76.0803223,0.378,0.499
27.8682161,77.244873,0.627,0.554
27.9458858,77.5744629,0.0,0.516
28.5845213,76.4099121,-0.004,0.52
28.8927784,75.2893066,0.763,0.548
29.6594156,77.5964355,-0.5,0.523
30.4581439,75.4870605,0.655,0.45
28.7772886,75.6408691,-0.402,0.518
27.7516073,74.9597168,-0.051,0.522
27.9264736,76.1462402,0.482,0.551
30.7040578,77.5964355,-0.237,0.41
30.9116505,75.3991699,-0.521,0.462
28.9697004,76.9152832,0.314,0.515
28.1591892,75.9924316,0.041,0.54
29.2959801,74.8718262,-0.34,0.492
29.7739134,75.4650879,0.138,0.463
29.2193016,77.3986816,-0.075,0.544
28.7387635,76.2780762,-0.083,0.469
27.9652945,77.5524902,-0.149,0.51
29.9644524,76.6296387,0.826,0.497
28.8157994,76.7834473,0.563,0.532
28.0428943,75.9924316,0.185,0.57
29.6403199,76.8273926,0.922,0.496
29.8882805,76.4538574,0.201,0.488
30.7040578,77.1350098,-0.08,0.476
29.8311133,76.4978027,0.496,0.479
28.0622856,76.3000488,0.194,0.517
27.9264736,77.5524902,-0.359,0.507
30.5906366,76.7834473,-0.334,0.504
30.2495768,77.310791,0.327,0.504
30.3444351,75.8166504,0.78,0.48
30.1546268,75.9484863,-0.185,0.495
28.0816733,77.1569824,0.054,0.511
29.5830112,77.2888184,0.044,0.531
29.8120503,75.7507324,0.457,0.5
30.6095493,77.0031738,0.401,0.483
28.873539,76.7175293,-0.115,0.513
29.52567,75.267334,0.598,0.501
28.0041014,77.244873,0.122,0.519
29.9263737,75.9484863,0.089,0.459
29.2576481,77.1569824,0.527,0.578
29.430029,77.442627,-0.411,0.51
30.6284584,75.9484863,0.778,0.497
28.5073151,75.333252,-0.456,0.502
28.9120143,77.4865723,0.11,0.53
28.9889219,76.5197754,0.536,0.485
29.7548395,75.7507324,0.068,0.497
30.1166211,76.7175293,0.477,0.503
27.7516073,75.4431152,-0.406,0.532
30.1926178,75.8166504,-0.205,0.464
28.9697004,75.2453613,0.2,0.515
27.8682161,75.2453613,0.604,0.509
27.8099273,75.5529785,0.036,0.5
30.8550788,75.0036621,0.368,0.477
29.52567,75.6628418,-0.014,0.49
30.4013061,75.0695801,0.206,0.486
28.7002242,74.9377441,-0.479,0.44
30.1166211,74.498291,0.074,0.476
30.7418353,74.9157715,0.949,0.478
30.7418353,75.3552246,0.129,0.462
29.200123,75.3552246,-0.308,0.489
30.4013061,76.2341309,-0.168,0.478
27.7710508,74.6740723,-0.306,0.485
30.6095493,76.8713379,0.576,0.531
29.9834863,76.7175293,-0.124,0.498
27.7127098,77.442627,-0.081,0.501
29.5447873,75.6408691,0.424,0.499
28.0622856,77.1789551,-0.222,0.553
29.6021178,75.4431152,-0.137,0.484
30.040566,76.673584,0.551,0.484
29.200123,76.0803223,0.434,0.501
29.8311133,75.6188965,-0.074,0.495
28.1204382,76.3220215,0.466,0.506
28.1785594,75.4870605,0.88,0.544
29.6785076,74.7399902,-0.524,0.445
30.8739398,75.5310059,0.702,0.473
27.9458858,77.5524902,-0.746,0.502
27.7904908,77.2668457,0.086,0.547
29.3917473,77.0471191,0.175,0.54
30.9116505,75.5969238,1.116,0.472
29.8501727,75.4431152,-0.312,0.453
27.8293604,76.4099121,0.016,0.502
29.3342978,76.2780762,0.336,0.542
28.0622856,76.6955566,0.49,0.526
28.9697004,75.5969238,0.798,0.539
28.2172893,75.0036621,-0.18,0.509
29.200123,77.6184082,-0.009,0.528
30.7040578,77.4645996,0.099,0.514
30.1546268,74.7180176,-0.352,0.46
27.7516073,75.333252,-0.02,0.516
30.6662655,76.3879395,0.514,0.504
28.4493734,75.201416,-0.227,0.472
28.4493734,76.0583496,-0.419,0.527
29.1809408,75.3552246,0.43,0.493
28.4686909,75.267334,-0.022,0.502
30.3823528,77.0031738,0.741,0.519
28.1785594,74.6960449,-0.571,0.512
30.4202557,74.9816895,0.731,0.45
29.8882805,76.607666,0.638,0.523
29.5639011,75.6628418,0.747,0.538
28.0428943,76.1022949,0.485,0.547
29.8882805,74.7619629,0.063,0.466
29.7166808,74.6081543,0.211,0.519
28.3913999,75.970459,0.396,0.546
29.506549,74.7399902,0.634,0.477
30.0215431,74.498291,0.589,0.474
27.7710508,75.0036621,0.033,0.51
30.3823528,76.0144043,0.098,0.471
28.1398155,76.607666,0.183,0.546
29.6403199,74.4543457,0.136,0.498
29.4682962,76.3000488,0.029,0.489
27.9264736,75.6188965,-0.034,0.5
30.8739398,75.7946777,1.131,0.516
28.4686909,74.5202637,-0.326,0.467
30.3444351,77.1130371,0.586,0.503
29.0849761,77.1789551,0.305,0.535
30.0215431,77.376709,-0.568,0.528
27.8293604,75.4211426,-0.239,0.505
30.4960174,76.9372559,0.074,0.513
28.0622856,76.8054199,0.403,0.521
30.0595852,77.5744629,0.271,0.545
28.603814,75.7287598,-0.11,0.555
30.1926178,76.3879395,0.649,0.481
28.5845213,74.7180176,-0.913,0.429
29.8882805,77.5744629,-0.253,0.58
28.3333947,75.3552246,-0.033,0.538
27.8876388,75.9265137,-0.449,0.526
30.1546268,74.9816895,1.021,0.511
30.3444351,74.6081543,0.196,0.462
28.1204382,74.630127,0.072,0.538
27.9070579,75.8166504,-0.021,0.524
27.9846997,74.8937988,-0.156,0.534
29.2768159,74.564209,0.182,0.499
28.4300525,76.3439941,-0.217,0.51
28.1204382,76.5856934,0.136,0.495
28.4300525,74.630127,-0.497,0.469
28.4686909,74.8059082,-0.174,0.508
30.0976128,77.0910645,0.256,0.499
29.4874244,77.5964355,0.139,0.53
28.1979261,77.5964355,-0.202,0.56
30.7229484,77.310791,-0.211,0.47
29.9263737,75.6408691,0.092,0.489
29.52567,76.8713379,-0.142,0.519
30.7418353,76.9372559,0.388,0.513
30.7418353,75.970459,0.056,0.467
28.565225,75.2453613,-0.336,0.491
28.1204382,76.0144043,0.201,0.553
27.84879,74.5202637,-0.274,0.551
30.4770825,77.5744629,0.489,0.567
28.5845213,75.8605957,0.02,0.506
30.7984737,75.3552246,-0.224,0.484
29.8501727,77.0251465,0.894,0.491
27.6737985,77.4645996,-0.375,0.508
28.565225,75.904541,-0.184,0.524
27.7516073,75.5529785,-0.561,0.483
27.9458858,75.333252,0.01,0.542
29.0273543,74.498291,0.073,0.516
30.2305941,76.6955566,-0.652,0.476
30.4392016,76.3220215,-0.074,0.477
28.565225,77.376709,1.139,0.555
29.7166808,76.9592285,0.225,0.523
30.4581439,77.442627,-0.367,0.427
28.2560052,75.838623,-0.565,0.509
30.5528,77.442627,-0.239,0.476
30.6851635,77.2668457,-0.321,0.498
27.7904908,74.9377441,0.065,0.503
29.9644524,75.7946777,0.633,0.487
28.603814,76.0144043,-0.564,0.504
28.1010575,75.8166504,0.796,0.525
30.4392016,77.5964355,0.376,0.548
30.5528,75.8605957,0.997,0.492
30.2495768,75.3552246,0.414,0.479
30.6095493,75.838623,0.546,0.476
28.1591892,77.0251465,-0.703,0.534
29.5447873,75.5749512,0.101,0.51
29.8311133,77.1350098,1.0,0.515
30.2685558,76.1462402,0.046,0.487
27.7904908,75.0256348,0.544,0.521
28.9504752,77.5524902,0.165,0.547
29.1425657,74.9597168,-0.024,0.46
28.2753578,77.376709,0.476,0.535
29.7548395,75.7946777,0.302,0.48
29.1617551,76.1462402,-0.013,0.507
28.2172893,75.201416,-0.205,0.514
30.5906366,76.9372559,0.102,0.506
29.4682962,75.8166504,0.727,0.546
29.3726011,76.9372559,1.058,0.558
30.3633958,77.3547363,-0.092,0.483
30.2305941,75.5310059,0.574,0.491
29.7166808,76.5197754,0.728,0.553
30.2875311,77.442627,0.127,0.504
27.9846997,74.6960449,-0.621,0.489
28.1785594,75.1135254,0.214,0.564
29.735762,77.1789551,0.179,0.547
28.565225,75.5090332,-0.076,0.502
30.8173458,77.0690918,0.21,0.472
29.6594156,75.4870605,0.086,0.486
28.7194957,76.739502,-0.519,0.533
28.9889219,76.739502,0.367,0.521
27.7710508,74.498291,-0.772,0.442
28.7772886,76.1462402,1.494,0.567
27.9264736,75.0915527,0.159,0.528
28.4686909,76.036377,0.39,0.538
28.9697004,76.2341309,0.465,0.549
27.9070579,76.036377,0.38,0.524
30.6095493,75.2893066,0.633,0.492
28.6423887,75.7507324,-0.308,0.507
28.4880048,76.7175293,-0.027,0.517
30.9116505,76.2341309,0.13,0.474
29.9263737,76.739502,0.63,0.49
30.4770825,74.7619629,-0.1,0.471
30.8362142,75.9484863,0.738,0.49
30.892797,75.7727051,1.15,0.447
27.9846997,77.3986816,0.457,0.507
29.200123,75.0695801,0.113,0.472
30.7607184,77.0031738,-0.114,0.512
30.1356258,75.8166504,1.138,0.539
29.2959801,75.0256348,-0.21,0.459
27.84879,76.4538574,-0.096,0.531
28.4300525,76.7175293,0.275,0.525
30.3444351,76.7834473,0.739,0.54
29.2193016,76.2561035,0.455,0.54
30.4202557,77.1130371,0.693,0.509
28.294707,76.0583496,0.101,0.558
30.892797,77.310791,0.468,0.466
30.8739398,76.6296387,-0.191,0.554
30.5906366,75.7287598,0.703,0.482
29.0465652,75.3112793,-0.183,0.474
30.1926178,76.7614746,0.213,0.517
28.6809493,77.2009277,1.135,0.511
29.0273543,76.3439941,-0.156,0.498
28.6616708,75.267334,-0.522,0.452
28.9697004,76.2780762,0.513,0.488
30.4960174,76.6955566,0.311,0.51
27.7904908,77.0910645,-0.441,0.557
29.9454149,76.8054199,0.965,0.554
27.8682161,76.2121582,0.129,0.52
28.6616708,76.8054199,0.286,0.501
29.8882805,75.8825684,-0.097,0.493
27.7516073,77.0031738,-0.36,0.497
29.1809408,75.5969238,0.266,0.534
28.6231031,76.5197754,0.253,0.509
30.3065028,76.3879395,1.031,0.528
29.1233728,75.6848145,0.396,0.546
28.7965458,77.2668457,0.989,0.55
28.526622,74.9157715,-0.59,0.461
29.735762,76.9152832,0.049,0.527
30.0595852,76.739502,0.382,0.492
30.1356258,77.0690918,0.224,0.492
29.6212207,75.1574707,0.366,0.499
28.1204382,76.6516113,0.665,0.479
28.526622,77.5744629,0.771,0.562
30.1926178,75.3552246,-0.056,0.479
28.236649,77.0251465,0.683,0.499
27.7710508,74.9816895,-0.417,0.514
29.0273543,76.8493652,-0.12,0.49
29.6594156,75.5529785,0.957,0.494
27.8293604,75.7287598,0.214,0.528
30.6095493,74.630127,0.08,0.473
28.1204382,77.5085449,-0.185,0.507
